date,temperature_day,pressure_day,temperature_evening,pressure_evening,cloudiness_day_clear,cloudiness_day_partly_cloudy,cloudiness_day_variable,cloudiness_day_overcast,cloudiness_evening_clear,cloudiness_evening_partly_cloudy,cloudiness_evening_variable,cloudiness_evening_overcast,wind_speed_day,wind_direction_day_n,wind_direction_day_ne,wind_direction_day_e,wind_direction_day_se,wind_direction_day_s,wind_direction_day_sw,wind_direction_day_w,wind_direction_day_nw,wind_speed_evening,wind_direction_evening_n,wind_direction_evening_ne,wind_direction_evening_e,wind_direction_evening_se,wind_direction_evening_s,wind_direction_evening_sw,wind_direction_evening_w,wind_direction_evening_nw,temperature_day_fahrenheit,temperature_evening_fahrenheit
2008-01-20,-9.0,762.0,-14.0,762.0,1,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,15.8,6.800000000000001
2008-01-21,-15.0,759.0,-17.0,759.0,0,0,0,1,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,5.0,1.3999999999999986
2008-01-22,-13.0,753.0,-11.0,751.0,0,0,0,1,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0,8.600000000000001,12.2
2008-01-23,-9.0,751.0,-9.0,751.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,15.8,15.8
2008-01-24,-11.0,750.0,-10.0,751.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,12.2,14.0
2008-01-25,-8.0,753.0,-10.0,751.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,17.6,14.0
2008-01-26,-4.0,742.0,-3.0,741.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,24.8,26.6
2008-01-27,-1.0,735.0,-2.0,735.0,0,1,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,30.2,28.4
2008-01-28,-1.0,741.0,-3.0,744.0,0,0,0,1,0,0,0,1,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,30.2,26.6
2008-01-29,-4.0,749.0,-5.0,750.0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,24.8,23.0
2008-01-30,-6.0,753.0,-5.0,753.0,0,0,0,1,0,0,1,0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,21.2,23.0
2008-01-31,-7.0,753.0,-11.0,753.0,1,0,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,19.4,12.2
2008-02-01,-11.0,753.0,-14.0,753.0,1,0,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,12.2,6.800000000000001
2008-02-02,-12.0,756.0,-11.0,758.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,10.399999999999999,12.2
2008-02-03,-6.0,756.0,-5.0,754.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,21.2,23.0
2008-02-04,-3.0,756.0,-2.0,754.0,0,0,0,1,0,0,0,1,4.0,0,0,0,0,0,0,1,0,4.0,0,0,0,0,0,0,1,0,26.6,28.4
2008-02-05,-1.0,759.0,-9.0,760.0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,30.2,15.8
2008-02-06,-6.0,760.0,-9.0,761.0,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,21.2,15.8
2008-02-07,-8.0,765.0,-6.0,767.0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17.6,21.2
2008-02-08,-10.0,773.0,-15.0,773.0,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,14.0,5.0
2008-02-09,-14.0,774.0,-18.0,772.0,0,1,0,0,0,0,0,1,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,6.800000000000001,-0.3999999999999986
2008-02-10,-12.0,762.0,-11.0,762.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,10.399999999999999,12.2
2008-02-11,-3.0,760.0,-3.0,762.0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,26.6,26.6
2008-02-12,-5.0,763.0,-7.0,763.0,0,0,1,0,0,0,0,1,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,23.0,19.4
2008-02-13,-4.0,758.0,-6.0,755.0,0,0,0,1,0,0,0,1,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,24.8,21.2
2008-02-14,-6.0,746.0,-9.0,744.0,0,0,0,1,0,0,1,0,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,21.2,15.8
2008-02-15,-13.0,744.0,-13.0,741.0,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,8.600000000000001,8.600000000000001
2008-02-16,-10.0,741.0,-17.0,744.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,14.0,1.3999999999999986
2008-02-17,-11.0,750.0,-16.0,753.0,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,12.2,3.1999999999999993
2008-02-18,-14.0,751.0,-15.0,750.0,0,0,1,0,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,6.800000000000001,5.0
2008-02-19,-13.0,746.0,-14.0,744.0,0,0,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,8.600000000000001,6.800000000000001
2008-02-20,-8.0,735.0,-13.0,735.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,17.6,8.600000000000001
2008-02-21,-8.0,740.0,-10.0,744.0,0,0,1,0,0,1,0,0,4.0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,1,17.6,14.0
2008-02-22,-7.0,750.0,-8.0,746.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,19.4,17.6
2008-02-23,1.0,734.0,1.0,732.0,0,0,0,1,0,0,0,1,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,33.8,33.8
2008-02-24,3.0,739.0,1.0,741.0,0,1,0,0,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,37.4,33.8
2008-02-25,0.0,741.0,1.0,738.0,0,0,0,1,0,0,0,1,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,32.0,33.8
2008-02-26,0.0,728.0,1.0,735.0,0,0,0,1,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,32.0,33.8
2008-02-27,2.0,744.0,0.0,745.0,0,1,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,35.6,32.0
2008-02-28,2.0,741.0,1.0,740.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,35.6,33.8
2008-02-29,2.0,738.0,1.0,740.0,0,0,0,1,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,35.6,33.8
2008-03-01,3.0,743.0,2.0,742.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,37.4,35.6
2008-03-02,2.0,738.0,3.0,737.0,0,0,0,1,0,0,1,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,35.6,37.4
2008-03-03,2.0,736.0,1.0,738.0,0,1,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,35.6,33.8
2008-03-04,1.0,735.0,0.0,735.0,0,1,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,33.8,32.0
2008-03-05,1.0,744.0,-1.0,748.0,0,0,0,1,0,0,1,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,33.8,30.2
2008-03-06,1.0,750.0,-1.0,751.0,0,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,0,0,5.0,0,0,0,0,0,1,0,0,33.8,30.2
2008-03-07,2.0,747.0,0.0,744.0,0,0,0,1,0,0,0,1,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,35.6,32.0
2008-03-08,2.0,742.0,0.0,746.0,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,35.6,32.0
2008-03-09,1.0,753.0,-3.0,754.0,0,0,0,1,0,0,0,1,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,33.8,26.6
2008-03-10,-2.0,752.0,-4.0,752.0,0,0,0,1,0,0,0,1,3.0,0,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,28.4,24.8
2008-03-11,0.0,752.0,-4.0,752.0,1,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,32.0,24.8
2008-03-12,0.0,751.0,-3.0,750.0,0,0,1,0,0,1,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,32.0,26.6
2008-03-13,3.0,746.0,-1.0,746.0,0,1,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,37.4,30.2
2008-03-14,4.0,744.0,-1.0,744.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,39.2,30.2
2008-03-15,4.0,741.0,1.0,741.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,39.2,33.8
2008-03-16,0.0,738.0,-1.0,744.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,32.0,30.2
2008-03-17,2.0,735.0,1.0,737.0,0,0,0,1,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,35.6,33.8
2008-03-18,0.0,737.0,1.0,735.0,0,0,0,1,0,1,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,32.0,33.8
2008-03-19,4.0,741.0,2.0,738.0,0,0,0,1,0,0,0,1,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,39.2,35.6
2008-03-20,4.0,746.0,2.0,740.0,1,0,0,0,1,0,0,0,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,39.2,35.6
2008-03-21,5.0,741.0,3.0,740.0,0,0,0,1,0,0,0,1,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,41.0,37.4
2008-03-22,2.0,738.0,1.0,742.0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,35.6,33.8
2008-03-23,3.0,748.0,2.0,748.0,0,0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,37.4,35.6
2008-03-24,4.0,745.0,2.0,747.0,0,0,0,1,0,1,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,39.2,35.6
2008-03-25,10.0,744.0,5.0,742.0,0,0,1,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,50.0,41.0
2008-03-26,15.0,738.0,10.0,741.0,0,0,0,1,0,1,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,59.0,50.0
2008-03-27,12.0,746.0,10.0,747.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,53.6,50.0
2008-03-28,8.0,756.0,5.0,758.0,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,46.4,41.0
2008-03-29,9.0,759.0,5.0,759.0,0,0,0,1,0,1,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,48.2,41.0
2008-03-30,7.0,754.0,5.0,753.0,0,0,0,1,0,0,0,1,4.0,1,0,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,44.6,41.0
2008-03-31,10.0,753.0,5.0,753.0,0,0,0,1,1,0,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,50.0,41.0
2008-04-01,11.0,752.0,5.0,752.0,0,0,1,0,1,0,0,0,4.0,0,1,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,51.8,41.0
2008-04-02,10.0,749.0,6.0,749.0,0,0,0,1,0,0,0,1,3.0,0,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,50.0,42.8
2008-04-03,15.0,748.0,10.0,749.0,0,1,0,0,1,0,0,0,4.0,0,1,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,59.0,50.0
2008-04-04,17.0,746.0,11.0,747.0,0,0,0,1,0,0,1,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,62.6,51.8
2008-04-05,17.0,747.0,14.0,748.0,0,1,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,62.6,57.2
2008-04-06,20.0,753.0,16.0,753.0,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,68.0,60.8
2008-04-07,20.0,755.0,16.0,756.0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,68.0,60.8
2008-04-08,19.0,755.0,14.0,754.0,0,0,1,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,66.2,57.2
2008-04-09,20.0,753.0,15.0,753.0,1,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,68.0,59.0
2008-04-10,21.0,752.0,17.0,752.0,0,1,0,0,0,0,1,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,69.8,62.6
2008-04-11,22.0,750.0,14.0,750.0,0,0,1,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,71.6,57.2
2008-04-12,21.0,747.0,17.0,747.0,0,0,0,1,1,0,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,69.8,62.6
2008-04-13,20.0,747.0,13.0,748.0,1,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,68.0,55.4
2008-04-14,9.0,743.0,5.0,740.0,0,0,0,1,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0,48.2,41.0
2008-04-15,8.0,747.0,3.0,752.0,0,0,1,0,1,0,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,46.4,37.4
2008-04-16,8.0,758.0,5.0,759.0,1,0,0,0,0,1,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,46.4,41.0
2008-04-17,11.0,759.0,7.0,758.0,0,0,1,0,0,0,0,1,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,51.8,44.6
2008-04-18,12.0,756.0,9.0,754.0,0,0,0,1,0,0,0,1,4.0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,53.6,48.2
2008-04-19,12.0,753.0,10.0,751.0,0,0,0,1,0,0,0,1,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,53.6,50.0
2008-04-20,15.0,748.0,10.0,748.0,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,59.0,50.0
2008-04-21,19.0,746.0,14.0,746.0,0,0,1,0,0,0,1,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,66.2,57.2
2008-04-22,18.0,742.0,13.0,742.0,0,0,0,1,0,0,1,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,64.4,55.4
2008-04-23,9.0,746.0,9.0,747.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,1,48.2,48.2
2008-04-24,4.0,742.0,5.0,744.0,0,0,0,1,0,0,1,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,39.2,41.0
2008-04-25,13.0,750.0,11.0,752.0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,55.4,51.8
2008-04-26,16.0,752.0,10.0,753.0,0,0,1,0,1,0,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,60.8,50.0
2008-04-27,14.0,755.0,8.0,753.0,0,1,0,0,1,0,0,0,4.0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,1,57.2,46.4
2008-04-28,15.0,752.0,9.0,752.0,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,59.0,48.2
2008-04-29,17.0,752.0,12.0,753.0,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,62.6,53.6
2008-04-30,20.0,754.0,15.0,755.0,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,68.0,59.0
2008-05-01,21.0,752.0,16.0,750.0,0,0,1,0,0,0,0,1,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,69.8,60.8
2008-05-02,14.0,751.0,8.0,753.0,0,0,0,1,0,0,0,1,4.0,0,1,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,57.2,46.4
2008-05-03,13.0,754.0,9.0,754.0,0,1,0,0,1,0,0,0,4.0,1,0,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,55.4,48.2
2008-05-04,15.0,755.0,8.0,754.0,1,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,59.0,46.4
2008-05-05,17.0,752.0,11.0,751.0,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,62.6,51.8
2008-05-06,19.0,746.0,14.0,744.0,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,66.2,57.2
2008-05-07,20.0,742.0,16.0,743.0,0,0,1,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,68.0,60.8
2008-05-08,20.0,741.0,15.0,743.0,0,0,0,1,0,0,0,1,3.0,1,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,68.0,59.0
2008-05-09,19.0,746.0,12.0,748.0,0,0,1,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,66.2,53.6
2008-05-10,20.0,751.0,14.0,752.0,0,1,0,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,68.0,57.2
2008-05-11,24.0,748.0,19.0,748.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,75.2,66.2
2008-05-12,24.0,745.0,15.0,745.0,1,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,75.2,59.0
2008-05-13,21.0,744.0,15.0,744.0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,69.8,59.0
2008-05-14,12.0,738.0,11.0,736.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,53.6,51.8
2008-05-15,10.0,741.0,7.0,744.0,0,0,1,0,1,0,0,0,4.0,0,0,0,0,0,1,0,0,4.0,0,0,0,0,0,1,0,0,50.0,44.6
2008-05-16,13.0,749.0,11.0,750.0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,55.4,51.8
2008-05-17,21.0,749.0,18.0,749.0,0,0,0,1,1,0,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,69.8,64.4
2008-05-18,22.0,751.0,18.0,752.0,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,71.6,64.4
2008-05-19,27.0,752.0,21.0,752.0,0,1,0,0,1,0,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,80.6,69.8
2008-05-20,29.0,752.0,21.0,751.0,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,84.2,69.8
2008-05-21,29.0,750.0,21.0,750.0,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,84.2,69.8
2008-05-22,29.0,748.0,19.0,748.0,0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,84.2,66.2
2008-05-23,18.0,751.0,17.0,752.0,0,0,1,0,0,0,1,0,4.0,1,0,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,64.4,62.6
2008-05-24,20.0,748.0,22.0,745.0,0,1,0,0,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,68.0,71.6
2008-05-25,25.0,744.0,20.0,743.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,77.0,68.0
2008-05-26,22.0,739.0,16.0,741.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,71.6,60.8
2008-05-27,17.0,744.0,15.0,744.0,0,0,0,1,0,0,0,1,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,62.6,59.0
2008-05-28,10.0,742.0,9.0,741.0,0,0,0,1,0,0,0,1,3.0,1,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,50.0,48.2
2008-05-29,11.0,738.0,10.0,739.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,51.8,50.0
2008-05-30,19.0,740.0,13.0,741.0,0,0,0,1,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,66.2,55.4
2008-05-31,12.0,740.0,12.0,740.0,0,0,0,1,0,1,0,0,1.0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,53.6,53.6
2008-06-01,16.0,742.0,11.0,744.0,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,60.8,51.8
2008-06-02,13.0,747.0,11.0,748.0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,55.4,51.8
2008-06-03,19.0,747.0,12.0,748.0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,66.2,53.6
2008-06-04,19.0,746.0,16.0,746.0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,66.2,60.8
2008-06-05,16.0,739.0,12.0,740.0,0,0,1,0,0,0,0,1,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,60.8,53.6
2008-06-06,14.0,743.0,11.0,743.0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,1,57.2,51.8
2008-06-07,12.0,744.0,8.0,746.0,0,0,1,0,0,0,0,1,3.0,1,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,53.6,46.4
