Дата,Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
2010-05-20,20.0,749,Ясно,СВ 4м/с,15.0,750.0,Ясно,СВ 4м/с
2010-05-21,18.0,754,Ясно,ЮВ 2м/с,11.0,753.0,Ясно,ЮВ 2м/с
2010-05-22,21.0,749,Ясно,ЮЗ 3м/с,17.0,748.0,Ясно,ЮЗ 3м/с
2010-05-23,24.0,746,Ясно,З 2м/с,16.0,746.0,Ясно,З 2м/с
2010-05-24,26.0,743,Малооблачно,ЮВ 1м/с,19.0,743.0,Ясно,ЮВ 1м/с
2010-05-25,24.0,741,Пасмурно,ЮВ 2м/с,20.0,740.0,Пасмурно,ЮВ 2м/с
2010-05-26,19.0,737,Пасмурно,ЮВ 2м/с,19.0,737.0,Малооблачно,ЮВ 2м/с
2010-05-27,15.0,738,Переменная облачность,ЮЗ 4м/с,11.0,740.0,Переменная облачность,ЮЗ 4м/с
2010-05-28,13.0,739,Переменная облачность,ЮЗ 3м/с,13.0,741.0,Малооблачно,ЮЗ 3м/с
2010-05-29,13.0,747,Пасмурно,СЗ 2м/с,12.0,749.0,Малооблачно,СЗ 2м/с
2010-05-30,20.0,752,Переменная облачность,В 2м/с,15.0,752.0,Переменная облачность,В 2м/с
2010-05-31,23.0,754,Малооблачно,З 2м/с,20.0,753.0,Малооблачно,З 2м/с
2010-06-01,26.0,754,Ясно,ЮЗ 2м/с,22.0,753.0,Ясно,ЮЗ 2м/с
2010-06-02,28.0,754,Малооблачно,СЗ 1м/с,23.0,752.0,Ясно,СЗ 1м/с
2010-06-03,31.0,740,Ясно,З 2м/с,22.0,749.0,Ясно,З 2м/с
2010-06-04,33.0,748,Ясно,ЮЗ 3м/с,28.0,746.0,Малооблачно,ЮЗ 3м/с
2010-06-05,30.0,743,Малооблачно,ЮЗ 2м/с,26.0,742.0,Ясно,ЮЗ 2м/с
2010-06-06,20.0,749,Ясно,С 2м/с,14.0,749.0,Ясно,С 2м/с
2010-06-07,22.0,750,Малооблачно,СЗ 2м/с,16.0,749.0,Ясно,СЗ 2м/с
2010-06-08,25.0,748,Ясно,ЮЗ 2м/с,18.0,747.0,Ясно,ЮЗ 2м/с
2010-06-09,29.0,746,Ясно,ЮЗ 3м/с,23.0,744.0,Ясно,ЮЗ 3м/с
2010-06-10,19.0,748,Переменная облачность,СВ 2м/с,16.0,748.0,Ясно,СВ 2м/с
2010-06-11,22.0,749,Малооблачно,С 1м/с,17.0,750.0,Малооблачно,С 1м/с
2010-06-12,27.0,749,Малооблачно,З 4м/с,26.0,747.0,Ясно,З 4м/с
2010-06-13,34.0,745,Малооблачно,З 4м/с,31.0,744.0,Ясно,З 4м/с
2010-06-14,24.0,744,Переменная облачность,СЗ 1м/с,24.0,745.0,Малооблачно,СЗ 1м/с
2010-06-15,27.0,748,Ясно,С 3м/с,22.0,747.0,Ясно,С 3м/с
2010-06-16,29.0,745,Малооблачно,С 1м/с,23.0,743.0,Малооблачно,С 1м/с
2010-06-17,27.0,740,Малооблачно,СЗ 3м/с,20.0,740.0,Пасмурно,СЗ 3м/с
2010-06-18,22.0,743,Малооблачно,СЗ 2м/с,19.0,745.0,Ясно,СЗ 2м/с
2010-06-19,20.0,748,Пасмурно,С 3м/с,17.0,751.0,Ясно,С 3м/с
2010-06-20,25.0,754,Малооблачно,С 2м/с,21.0,755.0,Ясно,С 2м/с
2010-06-21,26.0,755,Ясно,С 2м/с,19.0,755.0,Ясно,С 2м/с
2010-06-22,28.0,753,Ясно,С 2м/с,24.0,752.0,Ясно,С 2м/с
2010-06-23,32.0,750,Ясно,В 2м/с,27.0,749.0,Ясно,В 2м/с
2010-06-24,33.0,749,Ясно,З 2м/с,23.0,748.0,Малооблачно,З 2м/с
2010-06-25,35.0,749,Малооблачно,СЗ 1м/с,25.0,748.0,Ясно,СЗ 1м/с
2010-06-26,35.0,749,Малооблачно,З 2м/с,29.0,749.0,Малооблачно,З 2м/с
2010-06-27,36.0,750,Малооблачно,В 1м/с,29.0,750.0,Малооблачно,В 1м/с
2010-06-28,36.0,747,Ясно,В 2м/с,28.0,749.0,Малооблачно,В 2м/с
2010-06-29,30.0,747,Переменная облачность,С 3м/с,28.0,747.0,Переменная облачность,С 3м/с
2010-06-30,25.0,748,Пасмурно,В 1м/с,21.0,748.0,Переменная облачность,В 1м/с
2010-07-01,27.0,749,Малооблачно,В 2м/с,23.0,749.0,Ясно,В 2м/с
2010-07-02,27.0,750,Ясно,ЮВ 2м/с,21.0,749.0,Ясно,ЮВ 2м/с
2010-07-03,29.0,749,Малооблачно,В 3м/с,26.0,748.0,Ясно,В 3м/с
2010-07-04,30.0,746,Малооблачно,СЗ 2м/с,25.0,746.0,Ясно,СЗ 2м/с
2010-07-05,31.0,746,Малооблачно,СВ 3м/с,25.0,747.0,Ясно,СВ 3м/с
2010-07-06,30.0,747,Ясно,СВ 2м/с,26.0,747.0,Ясно,СВ 2м/с
2010-07-07,31.0,746,Ясно,В 2м/с,27.0,746.0,Ясно,В 2м/с
2010-07-08,32.0,749,Малооблачно,В 2м/с,25.0,749.0,Ясно,В 2м/с
2010-07-09,34.0,749,Малооблачно,З 2м/с,26.0,749.0,Переменная облачность,З 2м/с
2010-07-10,35.0,749,Переменная облачность,З 3м/с,28.0,749.0,Малооблачно,З 3м/с
2010-07-11,36.0,748,Малооблачно,З 2м/с,29.0,748.0,Малооблачно,З 2м/с
2010-07-12,33.0,746,Малооблачно,СВ 3м/с,29.0,746.0,Ясно,СВ 3м/с
2010-07-13,27.0,745,Малооблачно,С 3м/с,22.0,744.0,Ясно,С 3м/с
2010-07-14,26.0,745,Ясно,СВ 4м/с,22.0,744.0,Ясно,СВ 4м/с
2010-07-15,26.0,745,Пасмурно,С 3м/с,26.0,745.0,Ясно,С 3м/с
2010-07-16,31.0,746,Ясно,СВ 5м/с,28.0,746.0,Ясно,СВ 5м/с
2010-07-17,35.0,744,Переменная облачность,С 3м/с,30.0,746.0,Ясно,С 3м/с
2010-07-18,35.0,745,Малооблачно,З 2м/с,22.0,746.0,Ясно,З 2м/с
2010-07-19,28.0,749,Ясно,В 2м/с,24.0,749.0,Ясно,В 2м/с
2010-07-20,29.0,752,Ясно,ЮЗ 3м/с,21.0,750.0,Ясно,ЮЗ 3м/с
2010-07-21,34.0,750,Ясно,ЮЗ 3м/с,24.0,749.0,Малооблачно,ЮЗ 3м/с
2010-07-22,35.0,750,Малооблачно,СВ 1м/с,30.0,750.0,Ясно,СВ 1м/с
2010-07-23,35.0,751,Ясно,З 2м/с,27.0,750.0,Ясно,З 2м/с
2010-07-24,37.0,749,Малооблачно,СВ 1м/с,32.0,749.0,Ясно,СВ 1м/с
2010-07-25,36.0,749,Малооблачно,ЮВ 2м/с,26.0,750.0,Ясно,ЮВ 2м/с
2010-07-26,38.0,752,Малооблачно,С 2м/с,31.0,752.0,Ясно,С 2м/с
2010-07-27,35.0,754,Ясно,В 1м/с,31.0,754.0,Ясно,В 1м/с
2010-07-28,36.0,752,Ясно,СЗ 2м/с,32.0,752.0,Ясно,СЗ 2м/с
2010-07-29,38.0,752,Ясно,В 2м/с,32.0,752.0,Ясно,В 2м/с
2010-07-30,38.0,751,Малооблачно,Ю 1м/с,32.0,752.0,Малооблачно,Ю 1м/с
2010-07-31,38.0,752,Ясно,З 1м/с,31.0,752.0,Ясно,З 1м/с
2010-08-01,39.0,752,Малооблачно,ЮЗ 2м/с,32.0,752.0,Ясно,ЮЗ 2м/с
2010-08-02,40.0,751,Малооблачно,СЗ 2м/с,29.0,750.0,Переменная облачность,СЗ 2м/с
2010-08-03,38.0,749,Ясно,В 2м/с,33.0,749.0,Малооблачно,В 2м/с
2010-08-04,36.0,749,Ясно,СВ 1м/с,32.0,749.0,Ясно,СВ 1м/с
2010-08-05,35.0,752,Ясно,СВ 1м/с,29.0,752.0,Ясно,СВ 1м/с
2010-08-06,36.0,753,Ясно,ЮВ 2м/с,27.0,753.0,Ясно,ЮВ 2м/с
2010-08-07,37.0,752,Малооблачно,З 1м/с,26.0,752.0,Ясно,З 1м/с
2010-08-08,37.0,751,Малооблачно,С 3м/с,31.0,751.0,Малооблачно,С 3м/с
2010-08-09,34.0,752,Ясно,СВ 3м/с,29.0,752.0,Ясно,СВ 3м/с
2010-08-10,35.0,752,Ясно,В 2м/с,28.0,752.0,Ясно,В 2м/с
2010-08-11,34.0,752,Ясно,ЮЗ 1м/с,28.0,753.0,Ясно,ЮЗ 1м/с
2010-08-12,36.0,752,Ясно,ЮВ 2м/с,25.0,751.0,Ясно,ЮВ 2м/с
2010-08-13,36.0,751,Малооблачно,ЮВ 2м/с,30.0,752.0,Ясно,ЮВ 2м/с
2010-08-14,32.0,752,Малооблачно,СВ 3м/с,25.0,752.0,Малооблачно,СВ 3м/с
2010-08-15,27.0,752,Ясно,С 3м/с,23.0,750.0,Ясно,С 3м/с
2010-08-16,29.0,749,Ясно,З 2м/с,21.0,747.0,Ясно,З 2м/с
2010-08-17,29.0,746,Малооблачно,СЗ 4м/с,23.0,746.0,Ясно,СЗ 4м/с
2010-08-18,29.0,746,Ясно,З 3м/с,27.0,743.0,Ясно,З 3м/с
2010-08-19,31.0,739,Малооблачно,ЮЗ 4м/с,26.0,737.0,Переменная облачность,ЮЗ 4м/с
2010-08-20,27.0,737,Малооблачно,ЮЗ 5м/с,20.0,735.0,Переменная облачность,ЮЗ 5м/с
2010-08-21,12.0,742,Пасмурно,С 4м/с,13.0,743.0,Малооблачно,С 4м/с
2010-08-22,18.0,748,Переменная облачность,СЗ 3м/с,14.0,748.0,Переменная облачность,СЗ 3м/с
2010-08-23,25.0,743,Малооблачно,З 3м/с,20.0,742.0,Малооблачно,З 3м/с
2010-08-24,23.0,743,Малооблачно,З 2м/с,21.0,743.0,Ясно,З 2м/с
2010-08-25,27.0,743,Переменная облачность,З 3м/с,26.0,743.0,Малооблачно,З 3м/с
2010-08-26,31.0,741,Малооблачно,ЮЗ 1м/с,21.0,740.0,Малооблачно,ЮЗ 1м/с
2010-08-27,23.0,743,Малооблачно,ЮЗ 2м/с,18.0,743.0,Малооблачно,ЮЗ 2м/с
2010-08-28,24.0,745,Малооблачно,З 2м/с,22.0,743.0,Переменная облачность,З 2м/с
2010-08-29,32.0,742,Малооблачно,ЮЗ 4м/с,28.0,742.0,Переменная облачность,ЮЗ 4м/с
2010-08-30,28.0,741,Малооблачно,СЗ 3м/с,17.0,745.0,Ясно,СЗ 3м/с
2010-08-31,20.0,750,Ясно,СВ 1м/с,11.0,753.0,Ясно,СВ 1м/с
2010-09-01,19.0,755,Ясно,В 2м/с,16.0,755.0,Ясно,В 2м/с
2010-09-02,29.0,752,Ясно,В 6м/с,23.0,752.0,Ясно,В 6м/с
2010-09-03,29.0,750,Ясно,СВ 2м/с,24.0,751.0,Ясно,СВ 2м/с
2010-09-04,23.0,753,Ясно,З 2м/с,,,Неизвестно,
2010-09-05,19.0,753,Пасмурно,С 1м/с,17.0,752.0,Переменная облачность,С 1м/с
2010-09-06,19.0,747,Переменная облачность,С 3м/с,11.0,748.0,Переменная облачность,С 3м/с
2010-09-07,13.0,751,Переменная облачность,СЗ 4м/с,9.0,752.0,Ясно,СЗ 4м/с
2010-09-08,15.0,755,Ясно,СЗ 1м/с,11.0,754.0,Малооблачно,СЗ 1м/с
2010-09-09,17.0,754,Переменная облачность,СВ 3м/с,14.0,754.0,Переменная облачность,СВ 3м/с
2010-09-10,18.0,755,Малооблачно,З 3м/с,14.0,755.0,Переменная облачность,З 3м/с
2010-09-11,17.0,758,Ясно,СВ 2м/с,12.0,757.0,Переменная облачность,СВ 2м/с
2010-09-12,20.0,755,Малооблачно,З 2м/с,16.0,754.0,Переменная облачность,З 2м/с
2010-09-13,15.0,753,Переменная облачность,В 2м/с,13.0,754.0,Ясно,В 2м/с
2010-09-14,17.0,757,Ясно,В 2м/с,11.0,756.0,Ясно,В 2м/с
2010-09-15,19.0,757,Ясно,З 2м/с,13.0,755.0,Ясно,З 2м/с
2010-09-16,23.0,755,Ясно,З 3м/с,17.0,755.0,Ясно,З 3м/с
2010-09-17,25.0,753,Ясно,ЮЗ 3м/с,20.0,753.0,Ясно,ЮЗ 3м/с
2010-09-18,25.0,753,Ясно,Ю 2м/с,20.0,752.0,Ясно,Ю 2м/с
2010-09-19,25.0,752,Ясно,ЮЗ 3м/с,21.0,752.0,Ясно,ЮЗ 3м/с
2010-09-20,26.0,753,Малооблачно,ЮЗ 4м/с,21.0,752.0,Малооблачно,ЮЗ 4м/с
2010-09-21,26.0,752,Малооблачно,З 2м/с,17.0,753.0,Малооблачно,З 2м/с
2010-09-22,24.0,752,Малооблачно,В 2м/с,21.0,750.0,Пасмурно,В 2м/с
2010-09-23,16.0,747,Пасмурно,ЮВ 2м/с,14.0,746.0,Пасмурно,ЮВ 2м/с
2010-09-24,12.0,746,Пасмурно,СЗ 2м/с,11.0,747.0,Переменная облачность,СЗ 2м/с
2010-09-25,13.0,745,Малооблачно,С 3м/с,11.0,752.0,Переменная облачность,С 3м/с
2010-09-26,19.0,752,Ясно,З 2м/с,12.0,752.0,Ясно,З 2м/с
2010-09-27,20.0,750,Ясно,З 3м/с,14.0,750.0,Ясно,З 3м/с
2010-09-28,20.0,747,Малооблачно,ЮЗ 2м/с,18.0,745.0,Малооблачно,ЮЗ 2м/с
