Дата,Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
2019-06-22,+31,752,Малооблачно,З 2м/с,+26,752,Ясно,З 2м/с
2019-06-23,+33,750,Малооблачно,З 2м/с,+23,749,Ясно,З 2м/с
2019-06-24,+24,749,Пасмурно,С 2м/с,+23,750,Малооблачно,С 2м/с
2019-06-25,+25,752,Пасмурно,СЗ 2м/с,+21,752,Ясно,СЗ 2м/с
2019-06-26,+22,752,Малооблачно,С 2м/с,+17,751,Ясно,С 2м/с
2019-06-27,+16,745,Пасмурно,В 2м/с,+15,743,Малооблачно,В 2м/с
2019-06-28,+27,737,Переменная облачность,В 2м/с,+23,737,Переменная облачность,В 2м/с
2019-06-29,+26,738,Малооблачно,З 3м/с,+21,740,Ясно,З 3м/с
2019-06-30,+19,741,Переменная облачность,С 1м/с,+16,742,Малооблачно,С 1м/с
2019-07-1,+23,742,Переменная облачность,СЗ 3м/с,+19,742,Малооблачно,СЗ 3м/с
2019-07-2,+25,738,Ясно,З 3м/с,+19,737,Малооблачно,З 3м/с
2019-07-3,+26,741,Малооблачно,ЮЗ 2м/с,+19,742,Ясно,ЮЗ 2м/с
2019-07-4,+25,743,Малооблачно,З 4м/с,+20,743,Ясно,З 4м/с
2019-07-5,+22,744,Малооблачно,З 3м/с,+17,744,Малооблачно,З 3м/с
2019-07-6,+26,743,Малооблачно,З 2м/с,+23,741,Пасмурно,З 2м/с
2019-07-7,+23,741,Малооблачно,ЮЗ 3м/с,+20,742,Малооблачно,ЮЗ 3м/с
2019-07-8,+24,743,Переменная облачность,З 3м/с,+21,743,Пасмурно,З 3м/с
2019-07-9,+27,740,Пасмурно,Ю 2м/с,+23,740,Пасмурно,Ю 2м/с
2019-07-10,+25,740,Малооблачно,З 3м/с,+21,740,Малооблачно,З 3м/с
2019-07-11,+25,743,Малооблачно,ЮЗ 2м/с,+23,743,Переменная облачность,ЮЗ 2м/с
2019-07-12,+19,743,Пасмурно,СВ 1м/с,+17,742,Пасмурно,СВ 1м/с
2019-07-13,+22,743,Переменная облачность,С 2м/с,+19,743,Переменная облачность,С 2м/с
2019-07-14,+25,744,Переменная облачность,С 2м/с,+20,743,Переменная облачность,С 2м/с
2019-07-15,+22,743,Переменная облачность,З 2м/с,+19,745,Ясно,З 2м/с
2019-07-16,+26,747,Малооблачно,З 2м/с,+23,748,Малооблачно,З 2м/с
2019-07-17,+22,746,Пасмурно,В 2м/с,+20,744,Пасмурно,В 2м/с
2019-07-18,+29,742,Малооблачно,З 3м/с,+23,743,Ясно,З 3м/с
2019-07-19,+28,746,Малооблачно,СЗ 1м/с,+20,746,Ясно,СЗ 1м/с
2019-07-20,+27,748,Малооблачно,З 2м/с,+20,749,Ясно,З 2м/с
2019-07-21,+28,749,Малооблачно,З 3м/с,+22,748,Малооблачно,З 3м/с
2019-07-22,+20,746,Малооблачно,Ш,+19,747,Малооблачно,Ш
2019-07-23,+24,749,Переменная облачность,С 2м/с,+21,749,Ясно,С 2м/с
2019-07-24,+27,749,Ясно,С 2м/с,+23,750,Ясно,С 2м/с
2019-07-25,+29,749,Малооблачно,В 3м/с,+25,749,Ясно,В 3м/с
2019-07-26,+30,747,Малооблачно,СВ 3м/с,+26,746,Ясно,СВ 3м/с
2019-07-27,+26,740,Ясно,В 3м/с,+22,739,Ясно,В 3м/с
2019-07-28,+24,734,Пасмурно,СЗ 4м/с,+18,736,Ясно,СЗ 4м/с
2019-07-29,,,Неизвестно,,+14,740,Ясно,Ш
2019-07-30,+19,740,Малооблачно,З 3м/с,+12,740,Ясно,З 3м/с
2019-07-31,+14,735,Пасмурно,СЗ 1м/с,+12,732,Пасмурно,СЗ 1м/с
2019-08-1,+14,734,Пасмурно,З 3м/с,+13,737,Ясно,З 3м/с
2019-08-2,+18,737,Пасмурно,З 5м/с,+15,738,Переменная облачность,З 5м/с
2019-08-3,+18,739,Переменная облачность,ЮЗ 3м/с,+15,740,Пасмурно,ЮЗ 3м/с
2019-08-4,+22,740,Малооблачно,З 3м/с,+20,740,Ясно,З 3м/с
2019-08-5,+17,728,Пасмурно,В 2м/с,+13,731,Пасмурно,В 2м/с
2019-08-6,+15,742,Пасмурно,З 4м/с,+14,744,Пасмурно,З 4м/с
2019-08-7,+21,747,Малооблачно,З 3м/с,+14,748,Ясно,З 3м/с
2019-08-8,+23,747,Ясно,З 2м/с,+20,748,Ясно,З 2м/с
2019-08-9,+27,743,Переменная облачность,З 2м/с,+25,743,Малооблачно,З 2м/с
2019-08-10,+26,740,Пасмурно,З 1м/с,+18,741,Пасмурно,З 1м/с
2019-08-11,+20,740,Переменная облачность,З 2м/с,+16,740,Пасмурно,З 2м/с
2019-08-12,+15,744,Пасмурно,СЗ 4м/с,+13,746,Пасмурно,СЗ 4м/с
2019-08-13,+18,746,Малооблачно,СЗ 4м/с,+16,748,Ясно,СЗ 4м/с
2019-08-14,+22,748,Переменная облачность,СЗ 2м/с,+19,749,Малооблачно,СЗ 2м/с
2019-08-15,+25,750,Ясно,З 2м/с,+21,750,Ясно,З 2м/с
2019-08-16,+30,749,Ясно,СЗ 2м/с,+25,749,Ясно,СЗ 2м/с
2019-08-17,+32,749,Переменная облачность,Ю 2м/с,+26,749,Ясно,Ю 2м/с
2019-08-18,+28,752,Малооблачно,ЮЗ 2м/с,+25,752,Ясно,ЮЗ 2м/с
2019-08-19,+35,752,Малооблачно,ЮЗ 3м/с,+30,752,Малооблачно,ЮЗ 3м/с
2019-08-20,+31,752,Ясно,С 1м/с,+24,752,Ясно,С 1м/с
2019-08-21,+27,753,Нет данных,С 3м/с,+22,754,Ясно,С 3м/с
2019-08-22,+27,753,Малооблачно,С 1м/с,+23,753,Ясно,С 1м/с
2019-08-23,+27,754,Переменная облачность,СЗ 3м/с,+20,755,Ясно,СЗ 3м/с
2019-08-24,+25,755,Ясно,СВ 1м/с,+16,754,Ясно,СВ 1м/с
2019-08-25,+24,750,Переменная облачность,СЗ 3м/с,+17,753,Ясно,СЗ 3м/с
2019-08-26,+20,756,Ясно,СЗ 2м/с,+13,755,Ясно,СЗ 2м/с
2019-08-27,+18,747,Пасмурно,З 3м/с,+14,746,Переменная облачность,З 3м/с
2019-08-28,+12,746,Пасмурно,СЗ 2м/с,+10,749,Пасмурно,СЗ 2м/с
2019-08-29,+15,751,Ясно,СЗ 2м/с,+12,750,Пасмурно,СЗ 2м/с
2019-08-30,+15,751,Пасмурно,С 2м/с,+11,752,Ясно,С 2м/с
2019-08-31,+17,750,Малооблачно,СЗ 3м/с,+11,750,Ясно,СЗ 3м/с
2019-09-1,+16,749,Малооблачно,З 1м/с,+8,749,Ясно,З 1м/с
2019-09-2,+19,748,Переменная облачность,З 3м/с,+14,749,Малооблачно,З 3м/с
2019-09-3,+18,749,Малооблачно,СЗ 2м/с,+14,749,Переменная облачность,СЗ 2м/с
2019-09-4,+18,750,Малооблачно,СВ 2м/с,+15,751,Ясно,СВ 2м/с
2019-09-5,+20,752,Малооблачно,СЗ 2м/с,+11,753,Ясно,СЗ 2м/с
2019-09-6,+20,754,Пасмурно,СВ 2м/с,+16,754,Малооблачно,СВ 2м/с
2019-09-7,+21,755,Малооблачно,С 1м/с,+17,756,Ясно,С 1м/с
2019-09-8,+20,758,Малооблачно,С 2м/с,+16,759,Ясно,С 2м/с
2019-09-9,+23,758,Пасмурно,СЗ 3м/с,+18,758,Малооблачно,СЗ 3м/с
2019-09-10,+23,759,Переменная облачность,С 3м/с,+18,760,Ясно,С 3м/с
2019-09-11,+23,762,Ясно,В 1м/с,+14,762,Ясно,В 1м/с
2019-09-12,+24,760,Ясно,З 2м/с,+12,759,Ясно,З 2м/с
2019-09-13,+25,755,Ясно,З 2м/с,+15,754,Ясно,З 2м/с
2019-09-14,+26,749,Малооблачно,З 3м/с,+22,748,Ясно,З 3м/с
2019-09-15,+16,747,Переменная облачность,З 1м/с,+11,747,Малооблачно,З 1м/с
2019-09-16,+11,743,Пасмурно,Ю 2м/с,+16,740,Переменная облачность,Ю 2м/с
2019-09-17,+19,739,Пасмурно,З 3м/с,+16,739,Малооблачно,З 3м/с
2019-09-18,+17,740,Малооблачно,ЮЗ 2м/с,+13,738,Переменная облачность,ЮЗ 2м/с
2019-09-19,+14,742,Пасмурно,З 5м/с,+9,746,Переменная облачность,З 5м/с
2019-09-20,+13,748,Переменная облачность,ЮЗ 2м/с,+9,748,Ясно,ЮЗ 2м/с
2019-09-21,+11,744,Пасмурно,СЗ 1м/с,+6,743,Ясно,СЗ 1м/с
2019-09-22,+9,738,Переменная облачность,ЮЗ 2м/с,+5,733,Пасмурно,ЮЗ 2м/с
2019-09-23,+6,742,Переменная облачность,З 3м/с,+4,746,Малооблачно,З 3м/с
2019-09-24,+8,749,Переменная облачность,З 3м/с,+5,751,Ясно,З 3м/с
2019-09-25,+8,752,Переменная облачность,З 1м/с,+6,752,Малооблачно,З 1м/с
2019-09-26,+10,751,Переменная облачность,З 3м/с,+9,750,Переменная облачность,З 3м/с
2019-09-27,+11,749,Пасмурно,ЮЗ 4м/с,+8,747,Пасмурно,ЮЗ 4м/с
2019-09-28,+10,749,Переменная облачность,С 2м/с,+5,752,Малооблачно,С 2м/с
2019-09-29,+8,753,Пасмурно,З 2м/с,+5,753,Ясно,З 2м/с
2019-09-30,+13,752,Малооблачно,ЮВ 2м/с,+11,751,Малооблачно,ЮВ 2м/с
2019-10-1,+14,748,Пасмурно,ЮВ 2м/с,+14,746,Пасмурно,ЮВ 2м/с
2019-10-2,+15,749,Пасмурно,З 2м/с,+14,751,Ясно,З 2м/с
2019-10-3,+18,753,Ясно,ЮЗ 2м/с,+14,753,Ясно,ЮЗ 2м/с
2019-10-4,+21,752,Малооблачно,ЮВ 1м/с,+19,750,Переменная облачность,ЮВ 1м/с
2019-10-5,+22,747,Малооблачно,Ю 2м/с,+18,748,Малооблачно,Ю 2м/с
2019-10-6,+21,745,Малооблачно,ЮВ 2м/с,+15,745,Ясно,ЮВ 2м/с
2019-10-7,+21,740,Ясно,ЮВ 3м/с,+7,746,Пасмурно,ЮВ 3м/с
2019-10-8,+6,755,Пасмурно,ЮЗ 1м/с,+5,753,Ясно,ЮЗ 1м/с
2019-10-9,+5,751,Пасмурно,СЗ 2м/с,+3,752,Ясно,СЗ 2м/с
2019-10-10,+10,752,Переменная облачность,З 2м/с,+9,752,Переменная облачность,З 2м/с
2019-10-11,+12,749,Переменная облачность,ЮЗ 2м/с,+11,749,Пасмурно,ЮЗ 2м/с
2019-10-12,+13,751,Пасмурно,СЗ 1м/с,+9,751,Ясно,СЗ 1м/с
2019-10-13,+10,744,Пасмурно,З 3м/с,+10,745,Ясно,З 3м/с
2019-10-14,+13,749,Пасмурно,З 4м/с,+10,750,Ясно,З 4м/с
2019-10-15,+15,746,Пасмурно,СЗ 3м/с,+10,749,Пасмурно,СЗ 3м/с
2019-10-16,+6,758,Ясно,С 2м/с,+3,760,Ясно,С 2м/с
2019-10-17,+11,757,Переменная облачность,ЮЗ 4м/с,+9,755,Ясно,ЮЗ 4м/с
2019-10-18,+14,749,Пасмурно,З 3м/с,+12,749,Ясно,З 3м/с
2019-10-19,+6,755,Пасмурно,СВ 2м/с,+4,757,Переменная облачность,СВ 2м/с
2019-10-20,+5,760,Пасмурно,З 1м/с,+5,760,Переменная облачность,З 1м/с
2019-10-21,+11,758,Малооблачно,ЮЗ 2м/с,+11,755,Малооблачно,ЮЗ 2м/с
2019-10-22,+12,753,Пасмурно,З 1м/с,+10,754,Пасмурно,З 1м/с
